SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
gmk,BSU_15680,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gltA,BSU_18450,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ggaA,BSU_35690,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
frlB,BSU_32610,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
fliY,BSU_16320,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
fadB,BSU_28540,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
divIVA,BSU_15420,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
comGA,BSU_24730,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
comFC,BSU_35450,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
comFA,BSU_35470,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
clpC,BSU_00860,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
clpP,BSU_34540,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
atpH,BSU_36840,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
aroF,BSU_22710,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
argG,BSU_29450,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
apt,BSU_27610,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
alaR,BSU_31410,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
accD,BSU_29210,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yfnI,BSU_07260,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
comP,BSU_31690,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
comA,BSU_31680,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gtaB,BSU_35670,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
nagP,BSU_07700,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
sacP,BSU_38050,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ytaG,BSU_29060,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
trmK,BSU_25180,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
hemQ,BSU_37670,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rsbV,BSU_04710,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rsbRD,BSU_24760,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
licR,BSU_38600,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
manR,BSU_12000,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yjoA,BSU_12410,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
glmM,BSU_01770,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pgcA,BSU_09310,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
crh,BSU_34740,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rsbR,BSU_04670,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rsbS,BSU_04680,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rsbRB,BSU_13200,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rsbRC,BSU_19450,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ndk,BSU_22730,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pupG,BSU_23490,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ypfD,BSU_22880,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ypoC,BSU_22330,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ynfE,BSU_18140,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
murQ,BSU_01700,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
tpi,BSU_33920,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
glcT,BSU_13880,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
mtlR,BSU_04160,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
sacT,BSU_38070,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
treP,BSU_07800,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
prkD,BSU_02030,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
mtlA,BSU_03981,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
mtlF,BSU_03982,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
licT,BSU_39080,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
levR,BSU_27080,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yfiY,BSU_08440,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
dhbF,BSU_31960,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
dhbC,BSU_31990,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
tagE,BSU_35730,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
sufC,BSU_32710,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ltaS,BSU_07710,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
asd,BSU_16750,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
prkC,BSU_15770,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
fbaA,BSU_37120,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ldh,BSU_03050,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
spoIIAA,BSU_23470,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
phoP,BSU_29110,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
cheA,BSU_16430,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
sacY,BSU_38420,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
sacX,BSU_38410,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pstS,BSU_24990,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gmuB,BSU_05810,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gmuA,BSU_05820,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gamP,BSU_02350,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
malP,BSU_08200,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
dppA,BSU_12920,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
levE,BSU_27060,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
levD,BSU_27070,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
licB,BSU_38590,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
licA,BSU_38570,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
srfAA,BSU_03480,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
srfAB,BSU_03490,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
srfAC,BSU_03510,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
glgP,BSU_30940,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
aroA,BSU_29750,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pyk,BSU_29180,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gapA,BSU_33940,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gndA,BSU_23860,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ywjH,BSU_37110,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
tkt,BSU_17890,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
cssS,BSU_33020,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
manP,BSU_12010,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ptsH,BSU_13900,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
murP,BSU_01680,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ptsI,BSU_13910,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ypqE,BSU_22230,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
sdhA,BSU_28440,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
zur,BSU_25100,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yerA,BSU_06560,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yfjR,BSU_07990,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yoxD,BSU_18500,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yxxG,BSU_39220,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rocA,BSU_37780,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
drm,BSU_23500,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
aspS,BSU_27550,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pyrB,BSU_15490,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
dnaK,BSU_25470,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
cssR,BSU_33010,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
atpD,BSU_36810,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
atpA,BSU_36830,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
glyA,BSU_36900,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
metE,BSU_13180,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ytxJ,BSU_29760,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
alsD,BSU_36000,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ahpC,BSU_40090,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ahpF,BSU_40100,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
sucC,BSU_16090,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
sucD,BSU_16100,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
mdh,BSU_29120,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
icd,BSU_29130,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
citZ,BSU_29140,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
infA,BSU_01390,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
fusA,BSU_01120,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
tufA,BSU_01130,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
tsf,BSU_16500,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yfkK,BSU_07870,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ytnP,BSU_29890,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ycnE,BSU_03870,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yhfK,BSU_10260,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
glpK,BSU_09290,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ugd,BSU_36230,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pdxS,BSU_00110,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
guaB,BSU_00090,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
thiG,BSU_11690,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gpsB,BSU_22180,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
tig,BSU_28230,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ysnF,BSU_28340,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yvyG,BSU_35420,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yqbO,BSU_26030,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yhcY,BSU_09320,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yesM,BSU_06950,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
kinE,BSU_13530,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
kinD,BSU_13660,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
kinA,BSU_13990,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
kinC,BSU_14490,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
kinB,BSU_31450,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ybdK,BSU_02010,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ycbM,BSU_02560,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yfiJ,BSU_08290,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ykoH,BSU_13260,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yrkQ,BSU_26420,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yvfT,BSU_34070,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
psdS,BSU_34710,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ywpD,BSU_36350,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yxjM,BSU_38900,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pdhB,BSU_14590,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
liaR,BSU_33080,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yclJ,BSU_03750,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
degU,BSU_35490,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
liaS,BSU_33090,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yclK,BSU_03760,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
eno,BSU_33900,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pgk,BSU_33930,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pnbA,BSU_34390,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
glnL,BSU_02450,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
glnK,BSU_02440,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
natR,BSU_02740,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pta,BSU_37660,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
bceR,BSU_30400,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
bceS,BSU_30390,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yhcZ,BSU_09330,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yneI,BSU_17940,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yvfU,BSU_34060,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yxjL,BSU_38910,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yxdK,BSU_39650,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
spo0B,BSU_27930,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ybdJ,BSU_02000,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yesN,BSU_06960,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
walR,BSU_40410,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
walK,BSU_40400,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pgm,BSU_33910,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
fruA,BSU_14400,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
dctR,BSU_04460,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
citT,BSU_07590,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
dctS,BSU_04450,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
citS,BSU_07580,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
malR,BSU_31530,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
malK,BSU_31520,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
spo0A,BSU_24220,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yxdJ,BSU_39660,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yvrHb,BSU_33221,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
natK,BSU_02730,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yvrG,BSU_33210,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
lytT,BSU_28920,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
lytS,BSU_28930,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pgi,BSU_31350,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
spo0F,BSU_37130,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yyzE,BSU_40120,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ycbL,BSU_02550,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ydfI,BSU_05420,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yfiK,BSU_08300,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ykoG,BSU_13250,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yrkP,BSU_26430,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
psdR,BSU_34720,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ydfH,BSU_05410,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
degS,BSU_35500,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
phoR,BSU_29100,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
glnA,BSU_17460,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
spoVG,BSU_00490,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
desR,BSU_19200,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
desK,BSU_19190,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
cheY,BSU_16330,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ptsG,BSU_13890,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
hbs,BSU_22790,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
resD,BSU_23120,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
resE,BSU_23110,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
bglP,BSU_39270,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
sodA,BSU_25020,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
codY,BSU_16170,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yorK,BSU_20350,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yerB,BSU_06570,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ctsR,BSU_00830,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
groEL,BSU_06030,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yezB,BSU_07180,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
cheB,BSU_16420,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
cheV,BSU_14010,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
apt,BSU_27610,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
tsaD,BSU_05940,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
eno,BSU_33900,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
pgk,BSU_33930,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
gltX,BSU_00920,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
argS,BSU_37330,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
secY,BSU_01360,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
pheS,BSU_28640,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
truA,BSU_01480,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
groES,BSU_06020,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rplK,BSU_01020,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rplA,BSU_01030,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsG,BSU_01110,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsJ,BSU_01150,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rplC,BSU_01160,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rplB,BSU_01190,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsS,BSU_01200,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rplV,BSU_01210,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsC,BSU_01220,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsQ,BSU_01250,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rplN,BSU_01260,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rplE,BSU_01280,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsH,BSU_01300,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rplF,BSU_01310,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rplR,BSU_01320,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsE,BSU_01330,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsM,BSU_01410,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsB,BSU_16490,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
rpsD,BSU_29660,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
prs,BSU_00510,SW 6.5,Groups of genes,universally conserved proteins,NA,NA,NA
adhB,BSU_26970,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
aldX,BSU_39860,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
aldY,BSU_38830,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
amhX,BSU_03010,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
araL,BSU_28770,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
araM,BSU_28760,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
citA,BSU_09440,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
dhaS,BSU_19310,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
dsdA,BSU_23770,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
lplD,BSU_07130,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
mmgB,BSU_24160,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
mmgC,BSU_24150,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
mmgD,BSU_24140,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
mmgE,BSU_24130,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
phoH,BSU_25340,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
pncA,BSU_31760,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
pncB,BSU_31750,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
pps,BSU_18830,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ribR,BSU_29300,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
xpaC,BSU_00250,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yaaI,BSU_00170,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yabR,BSU_00630,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ybaC,BSU_01140,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ybcF,BSU_01860,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ybfM,BSU_02280,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ycdF,BSU_02830,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ycdG,BSU_02840,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ycgS,BSU_03260,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yclE,BSU_03660,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ycsA,BSU_04000,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ycsF,BSU_04050,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ycsN,BSU_04150,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ydaD,BSU_04190,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ydaF,BSU_04210,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ydaM,BSU_04300,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ydaP,BSU_04340,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ydbM,BSU_04520,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yddN,BSU_05040,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ydjP,BSU_06280,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ydzF,BSU_05270,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yerA,BSU_06560,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yerD,BSU_06590,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yfhM,BSU_08590,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yfjR,BSU_07990,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yfkA,BSU_07955,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yflL,BSU_07640,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yfmT,BSU_07350,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yfnG,BSU_07280,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yfnH,BSU_07270,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
ygaK,BSU_08800,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhaA,BSU_10070,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhaR,BSU_09880,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhcW,BSU_09240,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhdA,BSU_09340,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhdF,BSU_09450,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhdR,BSU_09570,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yheN,BSU_09660,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhfE,BSU_10200,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhfS,BSU_10350,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhfT,BSU_10360,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhjG,BSU_10500,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
yhxA,BSU_09260,SW 6.6,Groups of genes,poorly characterized/ putative enzymes,NA,NA,NA
